Query ID,Question,Complexity Level,Query Type,Expected Answer (Ground Truth),Generated Response,Accuracy Score,Response Latency (Seconds),,,,,,Complexity Level,Mean Accuracy Score,Mean Latency (Seconds)
139,What services does the school clinic offer?,easy,direct,"The Medical and Dental Services provide an entry-level physical examination for new students, free consultation and treatment for minor issues like wounds, and dental services including routine exams and free tooth extractions when indicated."," Hello! I'm AmBOT, your helpful student assistant at EARIST.

Based on my data from the EARIST Citizen's Charter 2025 (1st Edition), the school clinic offers a range of medical and dental services to students, faculty, employees, executive officials, and even extension services (adopted barangays and employee's immediate families).

For medical services, the clinic provides regular consultations and check-ups for both emergency and non-emergency cases. In emergency cases, the student or client will be assessed and provided with immediate first aid or a hospital referral within 15-20 minutes. For non-emergency cases, the assessment takes 20 minutes, followed by a 30-minute consultation where the Medical Officer manages, treats, and provides prescriptions. Both processes conclude with the patient registering in the logbook during a check-out phase facilitated by the Medical Staff. There are no requirements to secure beforehand, and no fees are charged. The total time is approximately 35 minutes for emergency regular cases and 1 hour for non-emergency cases.

The clinic also offers pre-enrollment health assessments for first-year students and transferees, which include a Chest X-ray, a 20-minute interview and assessment, a 30-minute consultation where the Medical Officer reviews the X-ray results, and registration in the logbook. If there are medical findings, the student must provide an additional medical certificate from a specialist regarding the deficiency before the 'Fit to Enroll' form is signed. This service is free of charge and takes 1 hour.

In addition to medical services, the clinic also provides dental check-ups and tooth extractions. For students, the primary requirement is to present their Registration or Enrollment Form, which can be secured from the Office of the Registrar (SARRMS). The client starts by visiting the Dental Clinic and filling out forms for 30 minutes, after which they are referred to the School Dentist. The Dental Officer then performs the dental work-up, treatment, or extraction and provides prescribed medication as needed, a process taking 2 hours. Finally, the client checks out by registering in the logbook for 10 minutes. This service is classified as both G2C and G2G, involves no fees, and has a total processing time of 2 hours and 40 minutes.

If you have any further questions or need assistance with any of these services, please don't hesitate to ask. I'm here to help!",1,13.64,,,,,,,,
140,I left my laptop in a classroom. Is the school security office responsible for helping me find it?,medium,scenario,"No. The handbook states that personal properties like laptops, cellphones, and cash are the 'sole responsibility of the student.' The Security and Safety Office is not held accountable for lost belongings unless you formally deposited those items with them for safekeeping."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your question about finding your lost laptop, the Institute's Student Handbook 2021 states that personal items like laptops must be reported to the Security and Safety Office upon entry to ensure they can be taken out. However, it does not explicitly mention that the Security and Safety Office is responsible for helping you find your lost laptop.

If you're looking for assistance in finding your lost laptop, I would recommend contacting the Security and Safety Office directly. They may have information about any found items or be able to provide guidance on how to locate your lost laptop.

If you have any other questions or concerns, please feel free to ask! I'm here to help.",0.7,7.29,,,,,,,,
141,What benefits do student-athletes get?,easy,direct,"Student-athletes are eligible for several benefits, including a monthly allowance, travel allowances, free uniforms and personal equipment, and certificates of recognition for winning competitions."," Based on my data from the EARIST Student Handbook 2021, student-athletes are eligible for several benefits. They receive monthly allowances during training and competition, travel allowances and free travel to local competitions, free uniforms, competition shoes, and personal equipment, free seminars and workshops, and certificates of recognition for winning competitions. To be eligible for these benefits, student-athletes must maintain scholastic eligibility, attend mandatory training, and display good sportsmanship. If they violate the Student Handbook, non-participate in practice/games without valid reason, or commit culpable violations in sports competitions, their athlete status will be forfeited.",1,7,,,,,,,,
142,"I'm on the varsity team, so my grades don't matter as much, right?",medium,adversarial,That is incorrect. A requirement to be a student-athlete (for old students) is to have 'No failed grades in his/her previous semester'. One of your duties as an athlete is to 'Establish and maintain athletic and scholastic eligibility'.," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'm here to guide you by explaining our academic policies thoroughly, warmly, and clearly.

Firstly, let me clarify that grades are important for all students, regardless of whether they are part of the varsity team or not. Academic performance is graded using a numerical system, as stated in the Student Handbook 2021. Grades determine a student's academic standing and eligibility for certain programs, scholarships, and other opportunities.

While it's true that varsity team members may have more flexible schedules and less coursework compared to non-varsity students, their grades should still be given the same attention and effort. It's essential to maintain a balance between sports commitments and academic responsibilities to ensure success in both areas.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",1,8.51,,,,,,,,
143,What kind of support does EARIST offer for students with disabilities?,easy,paraphrased,"Yes, the school provides 'Services for Students with Special Needs and Persons with Disabilities'. The Institute accommodates students with disabilities and offers programs like life skills training, counseling, and referrals to specialists when necessary."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding support for students with disabilities, EARIST is committed to providing equal opportunities for all students, including those with disabilities. In accordance with Republic Act 7277, the Institute's Office of Student Affairs and Services (OSAS) supervises student publications and admission services. This means that EARIST ensures that its admission services accommodate applicants with disabilities.

Furthermore, EARIST provides various institutional support programs for its students. These programs include medical and dental services, which are administered by licensed professionals. EARIST also offers insurance coverage for all bonafide students through an external personal accident insurance policy managed by a private company. The annual premium is taken from the student's miscellaneous fees as provided by CHED-UniFAST.

In addition to these services, EARIST also has a Student Publications program, which is staffed by students who pass qualifying exams. The Institute's publications include ""The EARIST Technozette"" and ""The Champion,"" as well as the official yearbook, ""The EARISTians.""

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.9,9.44,,,,,,,,
144,How long does a student org's accreditation last?,easy,direct,The recognition given to a student organization is effective for one (1) school year. The organization must apply to renew it annually.," Based on the provided context from the Student Handbook 2021, the accreditation for a student organization lasts for one school year. To renew their accreditation, the organization must submit an Accomplishment Report with documentation, amendments to the Constitution (if any), lists of new officers, a Master Plan of Activities, program evaluations, and the Faculty Adviser Conforme. Recognition is effective for one school year.",1,6.28,,,,,,,,
145,My friends and I want to start a new org. What's the process?,hard,paraphrased,"To get recognized, you must apply for accreditation by submitting a set of documents to the OSAS. This includes a letter of application, the SAS Application Form, your organization's Constitution and By-Laws, a list of officers and members with their details, a confirmation form from your faculty adviser, and a master plan of your proposed activities for the year."," Hello! I'd be happy to help you understand the process of starting a new student organization at EARIST.

First, let's clarify that you're referring to a newly-founded student organization, correct? If so, the process is slightly different from the one for renewing an existing organization.

To start a new student organization, you'll need to follow these steps:

1. Secure the Accreditation Checklist and forms from the Institute Student Government (ISG) and the SAS Office.
2. Obtain the SAS Accreditation Form from the SAS Office.
3. Submit a Letter of Application for Recognition, the Constitution and By-Laws of the Organization, an Organization Profile, and a List of Officers (including specimen signatures, student numbers, and 2x2 ID photos) to the ISG for initial evaluation.
4. The ISG will log and submit the evaluated documents to the SAS Staff.
5. The Program Head of the Leadership Division will evaluate the submission and issue findings for further compliance if necessary.
6. After complying with any lacking requirements, the SAS Staff and Program Head will perform a final evaluation and print the Certificate of Accreditation.
7. The accreditation will then be endorsed to the SAS Director and VPAA for the Institute President's approval.
8. Finally, the SAS Director will issue the signed Certificate of Accreditation, and the proponent will sign the logbook to receive their copy.

The total turnaround time for this process is 7 days and 50 minutes.

Please note that this process is regulated by the EARIST Student Handbook 2019, Article X, Section 3. If you have any questions or need further clarification, feel free to ask!",1,11.21,,,,,,,,
146,How much can my college-based org charge for a membership fee?,easy,direct,A College-Based Organization's membership fee cannot be more than One Hundred Pesos (P100.00) per school year.,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.48,,,,,,,,
147,My student org wants to hold an event off-campus. What special requirements are there?,medium,scenario,"For any off-campus activity, your organization must get approval from the Office of Student Affairs and Services (OSAS), collect a notarized parental waiver from every student who is participating, get a letter of conformity from your faculty adviser, and comply with all CHED requirements."," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'd be happy to help you with your question about off-campus events for your student organization.

According to the EARIST Student Handbook 2021, Section 8 through 10, off-campus events and overnight activities require approval from the Office of Student Affairs (OSAS). To ensure the safety and well-being of students, there are several special requirements that your organization must follow:

1. **Notarized Parental Waivers:** For any off-campus event involving minors, notarized parental waivers must be obtained. This helps ensure that parents are aware of the activity and give their consent for their child's participation.
2. **Faculty Adviser's Letter of Conformity:** Your organization must have a faculty adviser who is a full-time faculty member with at least one year of residency. The adviser is responsible for ensuring that the activity complies with CHED requirements and is attended by the faculty adviser. If the adviser is unavailable, a replacement must be reported to the OSAS two days prior. The ideal ratio is one faculty adviser or guardian for every 30 or fewer student participants.
3. **Compliance with CHED Requirements:** Off-campus events must comply with the requirements set forth by the Commission on Higher Education (CHED). This includes ensuring that the activity is safe, organized, and supervised by responsible adults.
4. **Attendance by the Faculty Advisor:** The faculty adviser must attend the off-campus event to ensure that it runs smoothly and that students are safe. If the adviser is unable to attend, a replacement must be reported to the OSAS two days prior.

To hold an off-campus event, your organization will need to submit a request to the OSAS, along with the necessary documents, such as a notarized parental waiver, a faculty adviser's letter of conformity, and a project proposal. The OSAS will review the request and ensure that it meets all the necessary requirements before approving the event.

I hope this information helps you plan a successful off-campus event for your student organization. If you have any further questions or need additional assistance, please don't hesitate to ask!",1,13.56,,,,,,,,
148,Our faculty adviser is busy and can't come to our off-campus teambuilding. Can we just go by ourselves?,medium,adversarial,"No, all off-campus and overnight activities must be attended by the faculty adviser. If your adviser is unavailable, he or she can be replaced by another faculty member, but you must inform the SAS about the replacement two days before the activity.","I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.68,,,,,,,,
149,My org has a bank account. Who are the required signatories to withdraw money?,hard,scenario,"Withdrawals require two signatories. One must be the organization's president or treasurer. The other co-signatory is the College Dean (or a faculty member they approve) for college-based orgs, or the Director of the OSAS for institute-wide organizations.","I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.79,,,,,,,,
150,What are the requirements to be a faculty adviser for a student organization?,easy,direct,A faculty adviser must be a full-time faculty member of the Institute and have at least one year of residency.," Hello! I'd be happy to help you with that.

To be a faculty adviser for a student organization at EARIST, you need to meet the following requirements:

1. **Be a full-time faculty member:** You must be a full-time faculty member with at least one year of residency at EARIST.
2. **Advise only one organization:** You can only advise one student organization at a time.
3. **Term:** Your term as a faculty adviser is one school year, which is renewable upon the organization's recommendation.

It's important to note that faculty advisers are designated by the Dean (for college-based organizations) or the Office of Student Affairs and Services (OSAS) Director (for institutional organizations). If you're interested in becoming a faculty adviser, I recommend reaching out to your college's Dean or the OSAS Director to discuss the process and requirements in more detail.

I hope this information helps! Let me know if you have any further questions.",1,8.34,,,,,,,,
151,Where does the student publication get its funding?,easy,direct,"The student publication is funded through student subscription fees, money from advertisements, donations, and grants."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about student publications and their funding.

According to the EARIST Student Handbook 2021, Article IX, Section 2.5, the official yearbook, ""The EARISTians,"" is funded by voluntary subscriptions. However, I couldn't find specific information on the funding sources for ""The EARIST Technozette"" and ""The Champion."" If you have any further questions or need more details, please let me know, and I'll do my best to assist you.",0.7,6.77,,,,,,,,
152,I made a poster for my org. Can I just post it anywhere on campus?,medium,scenario,"No, you can't. Announcements must first be signed by the SAS Director. After that, they can only be posted on official bulletin boards or other places specifically approved by the SAS Office."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about posting rules for student organizations.

According to the EARIST Student Handbook 2021, under Article X, Section 13, posters and notices may only be posted on freedom boards or OSAS-authorized locations. This means that you cannot just post your poster anywhere on campus. It's important to follow these rules to ensure a clean and organized campus environment.

To post your organization's announcements, all SAS announcements are posted on official social media accounts. For documents related to accreditation or proposals, they must be sent via the official OSAS email.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",1,9.16,,,,,,,,
153,Can the school administration censor our student paper if we write an article criticizing them?,hard,adversarial,"The handbook states that the Institute 'upholds the right of its students to the free expression of ideas' and encourages 'constructive criticisms'. It also says the Editorial Board is 'fully and solely responsible' for what they publish. However, it also states the press 'should never be used for unlawful, anti-social or divisive purposes'.","I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",0,2.81,,,,,,,,
154,What college is BS Criminology under?,easy,direct,The Bachelor of Science in Criminology (BSCrim) program is under the College of Criminal Justice Education.," Hello! I'm AmBOT, your helpful student assistant at EARIST. Based on the provided context, the Bachelor of Science in Criminology is under the College of Criminal Justice Education (CCJE). Is there anything else I can help you with?",1,5.51,,,,,,,,
155,Does EARIST have an MBA program?,easy,paraphrased,"Yes, the Graduate School offers a Master in Business Administration."," I'm sorry, I don't have that specific information in my current data. However, I can guide you to the right place.

For enrollment and grades, please refer to the **Registrar's Office** or their **College's Official Facebook Page**.

For conduct and organizations, please reach out to the **Office of Student Affairs (OSAS)**.

If you need further assistance, please let me know.",0,7.71,,,,,,,,
156,What was the school's name before it became EARIST?,easy,direct,The school's former name was Eulogio Rodriguez Vocational High School (ERVHS).," Based on the provided context data, the school's name before it became EARIST was Eulogio Rodriguez Vocational High School (ERVHS).",1,5.88,,,,,,,,
157,Who is the president of EARIST?,easy,paraphrased,The current president of EARIST is Dr. Editha V. Pillo.," I am AmBOT, your friendly student assistant at EARIST. The President of EARIST is Dr. Rogelio T. Mamaradlo. You can reach him at rmamaradlo@earist.edu.ph (Local 101).",0,7.11,,,,,,,,
158,I want to apply for BS Information Technology. Which college handles that?,easy,scenario,The BS in Information Technology program is offered by the College of Arts and Sciences (CAS).," Hello! I'm AmBOT, your friendly student assistant at EARIST.

To apply for a Bachelor of Science in Information Technology (BSIT), you will need to apply to the College of Computing Studies (CCS). CCS offers BS Computer Science and BS Info Tech programs.

For the College of Computing Studies, applicants need a GWA of 90% and no grade lower than 80. The official Facebook page for CCS is <https://www.facebook.com/profile.php?id=61560553803457>.

Please note that the specific requirements and deadlines for applying to EARIST may change, so it's always best to check the official EARIST website or contact the Registrar's Office for the most up-to-date information.

If you have any other questions or need further assistance, please feel free to ask!",0,9.93,,,,,,,,
159,Are the courses offered in EARIST Cavite the same as the ones in Manila?,medium,adversarial,"No, the curricular offerings are different. For example, the Main Campus offers programs like BS Architecture and BS Interior Design, which are not listed for the Cavite Campus. The Cavite Campus offers courses like BS in Computer Technology, which is not listed for the Main Campus."," I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have about your studies at EARIST.

Regarding your question, the courses offered in EARIST Cavite are not exactly the same as those in Manila. While there are some overlapping courses, the curriculum and offerings may differ due to the unique needs and goals of each campus. It's best to check the EARIST Student Handbook 2021 for the complete curricular offerings at both campuses.

If you have any specific questions about the courses offered in EARIST Cavite, I can help you find the information you need. Just let me know what you're looking for, and I'll do my best to assist you.",1,8.66,,,,,,,,
160,Who is the dean of CAS?,easy,direct,The Dean of the College of Arts and Sciences (CAS) is Dr. Raymund B. Bolalin.," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question.

According to the provided context data, the College of Arts and Sciences (CAS) is led by College Dean Dr. Rodora T. Oliveros. If you have any other questions or need further assistance, please don't hesitate to ask!",0,6.65,,,,,,,,
161,What is the official vision statement of EARIST?,easy,direct,"The vision of EARIST is 'to be a center of excellence in trades, business, arts, science, and technology education.'"," Based on the provided context data, the official vision statement of EARIST is: ""EARIST is envisioned to be a center of excellence in trades, business, arts, science, and technology education.""",1,5.02,,,,,,,,
162,What is EARIST's mission?,easy,paraphrased,"The mission is to 'turn out vocationally, technically, technologically, and scientifically trained graduates who will be economically productive, self-sufficient, effective, responsible, and disciplined citizens of the Philippines.'"," Based on my data from the EARIST Citizen's Charter 2025 (1st Edition), the mission of EARIST is to turn out vocationally, technically, technologically, and scientifically trained graduates who will be economically productive, self-sufficient, effective, responsible, and disciplined citizens of the Philippines.",0.5,5.53,,,,,,,,
163,I'm currently enrolled in the Cavite campus. Is it possible to transfer to the Manila campus?,medium,scenario,"Yes, students are allowed to transfer from the EARIST Cavite Campus to the Manila campus (or vice versa). This requires a recommendation from the ECC Administrator and admission is dependent on available slots and your compliance with all admission requirements."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about transferring between the Manila and Cavite campuses.

According to the EARIST Student Handbook 2021, transferring students from the Cavite campus to the Manila campus are admitted based on slot availability and evaluation of transcripts. This means that there may be limitations on the number of transfer students accepted each semester, and your academic performance at the Cavite campus will be taken into consideration during the evaluation process.

If you're interested in transferring, I recommend reaching out to the Office of Admissions at the Manila campus for more information on the specific requirements and procedures. They can provide you with details on how to apply, what documents you'll need, and any other relevant information.

In the meantime, if you have any other questions or concerns, please don't hesitate to ask! I'm here to help.",1,9.87,,,,,,,,
164,I'm taking my OJT this semester. Can I also enroll in a major subject I failed before?,hard,adversarial,"This is generally not allowed. Students who still have an academic subject (like a major or minor course) enrolled are not permitted to take their training outside of the school. An exception might be made for specialized programs, but only if your class schedule does not conflict with your training hours. In-house training (within the school) is allowed."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question.

Based on the information provided in the curriculum document, it appears that you are enrolled in an OJT (On-the-Job Training) program this semester. While it is generally allowed to enroll in a major subject you failed before, there may be some restrictions depending on the specific circumstances.

In general, if you are graduating and the subject is not a major subject, is not offered at the University, or belongs to an old curriculum, you may be allowed to enroll in it as part of your OJT requirements. However, it's important to check with your OJT supervisor and the relevant academic departments to confirm the specific policies and requirements for your program.

Additionally, if you are enrolling in a prerequisite and advanced subject simultaneously, you should ensure that the prerequisite is a ""repeated subject"" (previously failed). If the prerequisite is failed again, the advanced subject is automatically invalidated.

It's also worth noting that the University explicitly does not allow sit-in or tutorial classes. If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.5,10.99,,,,,,,,
165,I want to run for ISG President. My GWA is 2.75 and I have no failing grades. Am I eligible?,hard,scenario,"No, you are not eligible. A qualification for officers of the ISG (Institute Student Government) is to have a GPA of 2.50 or higher. In the EARIST grading system, a lower number is a better grade, so your 2.75 GWA is not high enough to meet the 2.50 requirement."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about running for ISG President.

First, let's check the eligibility requirements for running for ISG President according to the EARIST Student Handbook 2021. The Handbook states that to be eligible for the position of ISG President, a student must:

1. Have a GWA of 90% or higher.
2. Have no failing grades.
3. Be a member of the Institute Student Government (ISG).

Based on the information you provided, your GWA is 2.75, which is below the required 90%. Therefore, you are not eligible to run for ISG President.

However, if you have any other questions or concerns, please don't hesitate to ask. I'm here to help!",0.6,8.41,,,,,,,,
166,"I want to run for student council. My GWA is excellent (2.0), but I did fail one class last year. Can I still run?",medium,adversarial,"No, you cannot. A qualification to be an officer of the ISG or CSG is that you 'must not have a failing grade'."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about running for student council.

First, let's take a look at the Student Handbook 2021 to see what the requirements are for running for student council. According to Article IV - Student Council, Section 1, the following qualifications are needed to run for student council:

1. Must be a bonafide undergraduate student.
2. Must meet the SCUAA age limit.
3. Must have no failed grades in the previous semester.

Since you have an excellent GWA (2.0) and you did fail one class last year, it seems that you meet the first two requirements. However, you mentioned that you failed one class last year. This means that you have a failing grade (INC or DROPS) on your record.

According to the Student Handbook 2021, Section 3 - Grading System, Incomplete (INC) and Dropped (DROPS) grades are temporary grades given for unfulfilled requirements or voluntary withdrawal. If you have an INC or DROPS grade, you will need to complete it within the next two semesters using SARRMS Form No. 006. If you are unable to complete the requirements within this time frame, the grade will automatically become ""5.0"" (Failed).

Since you have an INC or DROPS grade on your record, it is important to make sure that you complete the requirements within the next two semesters. If you are unable to complete the requirements, you may not be eligible to run for student council.

It's also worth noting that running for student council can be a significant commitment, and it's important to make sure that you have the time and resources to dedicate to the role. If you are unsure about your eligibility or ability to run for student council, I would recommend reaching out to the Student Affairs and Services Office (SAS) for guidance.

I hope this information helps! Let me know if you have any further questions.",0.8,14.38,,,,,,,,
167,Does EARIST have a study abroad program?,easy,direct,"Yes, the Institute has an Office of the International Affairs Service (OIAS) that manages international programs, including 'Study abroad' programs which allow a student to live in a foreign country and attend a foreign university."," I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about study abroad programs at EARIST.

According to the EARIST Citizen's Charter 2025, the Office of International Affairs Service (OIAS) acts as the technical secretariat for student mobility, internships, and international education in compliance with CHED Memorandum Order 55, Series of 2016. This includes managing Exchange Visitors Programs, Cultural Exchange Programs, Study Abroad Programs, and Academic Short Courses.

If you're interested in studying abroad, I recommend reaching out to the OIAS for more information on their study abroad programs and requirements. They can provide you with details on available programs, eligibility criteria, application processes, and other relevant information.

You can contact the OIAS through their email address ([oias@earist.edu.ph](mailto:oias@earist.edu.ph)) or by visiting their office located at the 4th floor, College of Computing Studies Building, EARIST Campus, Quezon City.

Remember that studying abroad can be a life-changing experience, and it's essential to carefully research and plan your journey to ensure a successful and fulfilling experience. Good luck with your studies!",1,11.51,,,,,,,,
168,My organization wants to sell t-shirts with the EARIST logo on them. Do we need to get permission?,medium,scenario,"Yes, you must get a permit. Any group that wishes to use the EARIST Logo on merchandise (like t-shirts) that will be sold must secure approval from the Information and Public Affairs Services (InfoPAS Office)."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about selling t-shirts with the EARIST logo.

According to the Student Handbook 2021, Section 4.1.3, selling items, engaging in business, or soliciting contributions without Dean approval is classified as a minor offense. To sell t-shirts with the EARIST logo, you will need to obtain permission from the Dean.

To do this, you should follow these steps:

1. Submit a letter of request to the Dean's Office.
2. Include details about your organization, the purpose of the fundraising activity, and the intended use of the funds.
3. Provide any necessary documentation, such as a project proposal, IGP form, list of beneficiaries, and an endorsement from the Dean/SAS Director.

Once your request has been reviewed and approved, you can proceed with selling the t-shirts. Remember to follow all other rules and regulations regarding fundraising activities, such as submitting an audited financial report within five (5) days after the activity.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.6,9.63,,,,,,,,
169,What documents do I need to submit to apply as a freshman?,easy,direct,"You need to submit your Form 138 (Senior High School Report Card), Certificate of Good Moral Character, PSA Authenticated Birth Certificate, EARISTCAT Result, a satisfactory Dean's Assessment, and pass a medical/health examination."," Hello! I'm AmBOT, your helpful student assistant at EARIST. To apply as a freshman, you will need to submit several documents. Here's a step-by-step guide:

1. **Notice of Admission or ECAT Result:** First, you need to secure a Notice of Admission or an ECAT Result from the Student Registration and Records Management System (SRRMS). This document is proof that you have been accepted into EARIST.
2. **Accomplished Application Form:** Next, you must fill out and submit an Accomplished Application Form. This form contains essential information about you, such as your personal details, academic background, and extracurricular activities.
3. **Letter of Request:** Finally, you need to submit a Letter of Request recommending approval signed by the concerned program chairperson. This letter shows that you have been recommended for admission to a specific program by the program chairperson.

Once you have submitted these documents, you will undergo the College Interview and Assessment phase. During this process, the Program Chairperson and Enrolling Officer at the Dean's Office will evaluate your knowledge and aptitude through a Program Preparedness Test (PPT) and a formal interview.

After the interview and assessment, the Program Chairperson will issue an 'Advisement Slip' to you, which takes another day. There are no fees for this interview and assessment phase.

The total processing time for this specific segment of enrollment is 2 days. If you have any questions or need further assistance, please don't hesitate to ask. I'm here to help!",0.2,10.49,,,,,,,,
170,"I'm a transferee from another uni, what papers do I need?",easy,paraphrased,"Transferees must submit their Transcript of Records or Certification of Grades, a Certification of Good Moral Character, a satisfactory result from the Dean's assessment, a recommendation from the Dean or Guidance Counselor of their previous school, a Transfer Credential/Honorable Dismissal, their EARISTCAT result, and a medical/health examination."," Hello! As a transferee from another university, you will need to submit several documents to complete the cross-registration process at EARIST. Here's a list of the required papers:

1. Accomplished Application Form (from SRRMS)
2. Chairperson's Evaluation (from the Area Chairperson)
3. Letter of Request recommending approval
4. School ID
5. Official Receipt
6. Crediting Form (for transferees) or Subject Equivalency Form (for shifters)
7. Original and Photocopy of TOR (Copy for EARIST)
8. Course Description

Please note that the process may take up to 1 day to complete. If you have any questions or need further assistance, feel free to ask!",0.2,6.89,,,,,,,,
171,My EARISTCAT score for BS Civil Engineering was 82%. Did I get in?,medium,scenario,"No, the minimum score for admission to BSCE is 85.00%. A score of 82% would put you in the 'Waitlisted' category, which ranges from 50.00% to 79.99%."," I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you understand the policies and requirements of our university.

Based on the information provided in the Student Handbook 2021, the EARISTCAT cut-off score for BS Civil Engineering is 85%. Since your score is 82%, you have not met the admission requirements for this program.

However, the Handbook also states that applicants who do not meet the score requirements for their first-choice program will be advised to apply for their second choice. In this case, you may want to consider applying for another program that has a lower cut-off score.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!",0.9,8.7,,,,,,,,
172,"Admission is first-come-first-served, right? So my EARISTCAT score doesn't really matter?",medium,adversarial,"This is incorrect. While admission is on a first-come-first-served basis, the EARISTCAT result is a mandatory admission requirement for both freshmen and transferees, and your score determines if you are admitted, waitlisted, or need realignment."," I'm sorry, but that's not entirely accurate. While it's true that admission is generally first-come-first-served, your EARISTCAT score is still an important factor in determining your eligibility for certain programs.

For example, the College of Engineering (CEN) requires a minimum GWA of 85% and no grade lower than 88. Similarly, the College of Architecture and Fine Arts (CAFA) requires a GWA of 90% (no grade lower than 85) for Architecture and Interior Design, and a GWA of 85% for Fine Arts.

Additionally, the EARIST Student Handbook 2021 establishes specific cut-off scores for admission, waitlisting, and realignment across various colleges. These scores can greatly impact your chances of being admitted to your preferred program.

It's important to note that while your EARISTCAT score is just one aspect of your application, it can still play a significant role in determining your eligibility for certain programs. It's always a good idea to aim for the highest possible score to increase your chances of being admitted to your preferred program.",0.6,9.66,,,,,,,,
173,I'm applying for BS Architecture. Is there any other test besides the main entrance exam?,medium,scenario,"Yes, applicants for Architecture and Fine Arts must take a Drawing Ability Test (DAT) as part of their screening process."," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions you have about your studies.

Regarding your application for the Bachelor of Science in Architecture, I can confirm that there are no other tests besides the main entrance exam. The main entrance exam is the only requirement for admission into the program.

If you have any other questions or concerns, please feel free to ask. I'm here to help!",0,7.39,,,,,,,,
174,What's the maximum number of units I can enroll in per semester?,easy,direct,The maximum academic load for undergraduate students is the number of units specified in the program checklist for that term.," Hello! I'm AmBOT, your helpful student assistant at EARIST.

Based on the provided curriculum for the Bachelor of Technology and Livelihood Education (Industrial Arts) under the College of Education at EARIST, the maximum number of units you can enroll in per semester is 35 units for the first semester and 26 units for the second semester.

Please note that this information is specific to the Industrial Arts program. If you have any questions about other programs or enrollment processes, please feel free to ask, and I'll be happy to help!",0.5,7.1,,,,,,,,
175,"I'm a regular student, can I enroll in just 6 units this semester because I have a part-time job?",medium,scenario,"No, students are not allowed to carry less than one-half of the regular load. Exceptions are made only if you have academic deficiencies, are a graduating student, or if your required courses are not offered that semester."," Hello! I'm AmBOT, your helpful student assistant at EARIST. I'd be happy to help you with your question.

Based on the information provided in the EARIST Curriculum (Undated in snippet), it appears that regular students are allowed to enroll in a maximum of 18 units per semester, except for graduating students. However, if you have a part-time job and would like to enroll in fewer than 18 units, you may need to apply for an overload or cross-enrollment.

To apply for an overload, you will need to obtain an Accomplished Application Form and a Withdrawal/Changing/Adding Form from SRRMS, as well as an evaluation from your Area Chairperson. You will then need to submit a Letter of Request recommending approval by the concerned program chairperson to the College Dean's Office. The Program Chairperson and College Dean will review your concern and academic standing to provide the necessary recommendation.

Alternatively, you may be able to apply for cross-enrollment if the subject you wish to enroll in is not a major subject, is not offered at the University, or belongs to an old curriculum. To do this, you will need to follow the procedures outlined in the SARMS Manual, which requires recommendation by the Dean, notation by the University Registrar, and approval by the VP for Academic Affairs.

It's important to note that overloading is strictly prohibited for delinquent students and Education students undergoing Practice Teaching. Additionally, if you fail an overloaded subject, you cannot overload in the subsequent semester.

I hope this information helps! If you have any further questions, please don't hesitate to ask.",0.2,12.69,,,,,,,,
