ID,Question,Ground Truth,Ground Truth ID,Model Answer,Retrieved Chunks Used,Retrieved IDs,Retrieval Accuracy,Processing Time (s),Status
71,How do I validate my scholarship eligibility?,Submit PDF copies of your COR and Report of Grades (ROG) to the SARRMS Office.,sas_scholarship_validation_processing," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

To validate your scholarship eligibility, you need to follow these steps:

1. First, make sure you have all the necessary documents ready. This includes your Scholarship Form, copies of your current and previous Certificates of Registration (COR), copies of your current and previous Reports of Grades, and a photocopy of your School ID with three specimen signatures.
2. Next, visit the Office of Student Affairs and Services (SAS) at EARIST. They will review your documents to determine if you meet the eligibility requirements for your specific scholarship program.
3. If your documents are in order, the SAS will issue you a Scholarship Certificate, which you can use to validate your eligibility.
4. If you have any questions or concerns during the process, don't hesitate to ask the SAS staff for assistance. They are more than happy to help you.

Remember, each scholarship program has its own specific requirements, so it's important to carefully review the guidelines in the EARIST Student Handbook 2021 to ensure you have all the necessary documents and meet the eligibility criteria.

I hope this information helps you validate your scholarship eligibility. If you have any further questions, please don't hesitate to ask. I'm here to help!","[1] Student Handbook 2021 (ID: earist_handbook_2021_scholarship_qualifications): Under Article IV Scholarship and Financial Assistance, the EARIST Student Handbook 2021 details spec...
[2] Student Handbook 2021 (ID: earist_handbook_2021_program_cutoff_scores): Under Article I Admission Policy, Section A (Screening Level 3), the EARIST Student Handbook 2021 es...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_final_evaluation_graduating_onsite): For students who prefer or require an on-site process, the EARIST SRRMS provides a face-to-face appl...
[4] EARIST Citizen's Charter 2025 (1st Edition) (ID: financial_management_services_statement_of_account): The Financial Management Services at EARIST provides a Statement of Account (SOA) to students who re...
[5] Proposed Office of the Registrar Manual (ID: sarms_admissions_credential_evaluation_verification): According to the SARMS Manual, the Admissions Unit is responsible for processing new freshmen, trans...
","earist_handbook_2021_scholarship_qualifications, earist_handbook_2021_program_cutoff_scores, srrms_final_evaluation_graduating_onsite, financial_management_services_statement_of_account, sarms_admissions_credential_evaluation_verification",0,10.49,Success
72,Is there a fee for lost scholarship documents replacement?,"Yes, a fee of ₱20.00 is enforced for replacements.",sas_scholarship_validation_processing,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.45,Success
73,What is the 'SARRMS' office?,"Scholarship, Admission, Registration, and Records Management Services.",sas_scholarship_validation_processing," Hello! The SARRMS office stands for Student Admission, Promotions, & Records Management Services. It is the primary repository for all student records and acts as the main frontline service for curricular and academic matters at EARIST. The office provides academic and administrative support to instruction to enable the attainment of its educational mandate. Its mission is to provide efficient and effective management of student records, selective admission, selective retention of students, and Total Quality Service. The SARRMS office is under the direct supervision of the President, with the Office of the Registrar serving as its head.","[1] Proposed Office of the Registrar Manual (ID: sarms_overview_mission_governance_functions): According to the Student Admission, Promotions, & Records Management Services (SARMS) Manual, the Of...
[2] Proposed Office of the Registrar Manual (ID: sarms_office_location_layout_file_management): According to the Office Management section of the SARMS Manual, the Office of the Registrar is physi...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_enrollment_continuing_regular_online): The EARIST Student Registration and Records Management Services (SRRMS) provides a streamlined, user...
[4] Proposed Office of the Registrar Manual (ID: sarms_personnel_assignments_and_manpower): The SARMS Manual outlines strict guidelines for Personnel Assignments and Manpower. A key operationa...
[5] Proposed Office of the Registrar Manual (ID: sarms_special_academic_requests_overload_cross_enrollment): The SARMS Manual establishes protocols for handling special academic requests, including Cross-Enrol...
","sarms_overview_mission_governance_functions, sarms_office_location_layout_file_management, srrms_enrollment_continuing_regular_online, sarms_personnel_assignments_and_manpower, sarms_special_academic_requests_overload_cross_enrollment",0,6.29,Success
74,How do I get a medical certificate for OJT?,"Secure lab results (X-ray, CBC, Urinalysis), then visit the Medical Clinic for an assessment and consultation.",medical_dental_services_ojt_medical_certificate," Hello! I'm AmBOT, your helpful student assistant at EARIST. To get a medical certificate for On-the-Job Training (OJT), you need to follow these steps:

1. **Obtain laboratory results:** First, you need to secure several laboratory results from a medical laboratory of your choice. These include a Chest X-ray, a Complete Blood Count (CBC) result, a Urinalysis result, and optionally, a Drug Test result.
2. **Visit the Medical Clinic:** Once you have the laboratory results, visit the EARIST Medical Clinic for a 20-minute assessment and a 30-minute consultation. During this time, the Medical Officer or Nurse on duty reviews your laboratory work-ups and performs a physical check-up.
3. **Clearance:** If you are physically fit, the Medical Officer signs the Student Health Record or Medical Certificate (Fit for OJT). If there are medical findings, the student must provide an additional medical certificate from a specialist regarding the deficiency before the 'Fit to Enroll' form is signed.
4. **Registration:** The final step is checking out and registering in the clinic logbook with the Medical Staff, which takes 10 minutes.

Please note that this process is classified as a G2C transaction and involves no fees from the institute. The total processing time for a successful clearance is typically 1 hour. If you have any questions or need further assistance, please don't hesitate to ask. I'm here to help!","[1] EARIST Citizen's Charter 2025 (1st Edition) (ID: medical_dental_services_ojt_medical_certificate): At EARIST, students preparing for their On-the-Job Training (OJT) must obtain a medical certificate ...
[2] Student Handbook 2021 (ID: earist_handbook_2021_graduation_honors_ojt): Under Article II Academic Policies, the EARIST Student Handbook 2021 outlines the requirements for G...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: medical_dental_services_permit_to_teach): For EARIST faculty and executive officials, obtaining a Permit to Teach is a mandatory medical clear...
[4] EARIST Citizen's Charter 2025 (1st Edition) (ID: medical_dental_services_fit_to_work_certificate): The EARIST Medical and Dental Services office facilitates the Return/Fit to Work process for interna...
[5] EARIST Citizen's Charter 2025 (1st Edition) (ID: medical_dental_services_pre_enrollment_freshmen): All incoming first-year students and transferees at EARIST must undergo a health assessment before e...
","medical_dental_services_ojt_medical_certificate, earist_handbook_2021_graduation_honors_ojt, medical_dental_services_permit_to_teach, medical_dental_services_fit_to_work_certificate, medical_dental_services_pre_enrollment_freshmen",1,9.73,Success
75,How do I request an Excuse Slip for missing class due to illness?,"Visit the clinic for an interview; if you didn't consult them during the illness, bring a parental excuse letter and ID.",medical_dental_services_excuse_slip," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about requesting an Excuse Slip for missing class due to illness.

According to the EARIST Citizen's Charter 2025 (1st Edition), if you have missed classes due to medical reasons, you can follow a standardized procedure to obtain an excuse slip. Here's what you need to do:

1. First, you need to visit the clinic for a 20-minute interview and assessment. If you had a previous consultation at the clinic for the illness, the Medical Officer will verify your name in the logbook and issue the excuse slip.
2. If you did not have a previous clinic visit for the illness, you must secure and present an Excuse Letter from your Parents or Guardians along with a Valid ID of the parent/guardian. The Medical Officer will assess your situation (20 minutes) and acknowledge the letter.
3. The total process, including a 10-minute check-out and logbook registration, takes approximately 1 hour and 10 minutes. No fees are charged for this G2C service.

It's important to note that the specific requirements and procedures may vary depending on your individual situation. If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!","[1] EARIST Citizen's Charter 2025 (1st Edition) (ID: medical_dental_services_excuse_slip): EARIST students who have missed classes due to medical reasons must follow a standardized procedure ...
[2] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_application_leave_of_absence): The process for an Application for Leave of Absence (LOA) at EARIST is designed for students who nee...
[3] Student Experience Guide (2025 Update) (ID: earist_registrar_document_procedures_2025): To obtain certified documents at EARIST Manila Campus, follow these specific procedures based on the...
[4] Student Handbook 2021 (ID: earist_handbook_2021_student_classification_attendance): Under Article II Academic Policies, the EARIST Student Handbook 2021 classifies students by admissio...
[5] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_tor_automated_2011_present): Under the EARIST SRRMS, students with a student number from 2011 to the present can request their Tr...
","medical_dental_services_excuse_slip, srrms_application_leave_of_absence, earist_registrar_document_procedures_2025, earist_handbook_2021_student_classification_attendance, srrms_tor_automated_2011_present",1,9.84,Success
76,Can I get a free tooth extraction at EARIST?,"Yes, dental services including check-ups and extractions are free for students.",medical_dental_services_dental_checkup_extraction," I'm sorry, but I don't have that specific information in my current data. However, I can guide you to the appropriate office for your question. For dental services, you may want to reach out to the EARIST Dental Clinic. They can provide information on their services and if they offer free tooth extraction.

If you're a student, you can also check the EARIST Citizen's Charter 2025 (1st Edition) under the ""Health and Wellness"" category for more details on dental services available on campus.

Please note that the specific answer is not in the provided text, so I recommend contacting the EARIST Dental Clinic for the most accurate and up-to-date information.","[1] EARIST Citizen's Charter 2025 (1st Edition) (ID: sas_guidance_counseling_walk_in): Under the Guidance, Counseling, and Testing Services at EARIST, walk-in counseling is provided as th...
[2] Earist.Edu.Ph (ID: earist_library_services_operations_contacts): The EARIST Library offers a specific suite of services and operates under defined hours. Library Onl...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_application_leave_of_absence): The process for an Application for Leave of Absence (LOA) at EARIST is designed for students who nee...
[4] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_enrollment_irregular_returnee_onsite): At EARIST, the enrollment process for continuing irregular students and returnees is handled on-site...
[5] Student Handbook 2021 (ID: earist_handbook_2021_screening_process_levels): Under Article I Admission Policy, the EARIST Student Handbook 2021 mandates a three-level screening ...
","sas_guidance_counseling_walk_in, earist_library_services_operations_contacts, srrms_application_leave_of_absence, srrms_enrollment_irregular_returnee_onsite, earist_handbook_2021_screening_process_levels",0,6.91,Success
77,What are the uniform days at EARIST?,"Prescribed uniforms are worn on Mondays, Wednesdays, and Fridays.",earist_handbook_art_vi_sec_1_to_3_2_conduct_uniform_id," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about uniform days at EARIST.

According to the Uniform Requirements List, there are no specific uniform days at EARIST. The official uniform guidelines mandate that students wear their institutional uniforms on regular school days. However, there might be special events or occasions where students are required to wear specific uniforms.

If you have any further questions or need more information, please don't hesitate to ask. I'm here to help!","[1] Earist.Edu.Ph (ID: earist_library_services_operations_contacts): The EARIST Library offers a specific suite of services and operates under defined hours. Library Onl...
[2] Student Handbook 2021 (ID: earist_handbook_2021_vmgo_accreditation): The EARIST Student Handbook 2021 outlines the institution's strategic direction through its Vision, ...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_tor_automated_2011_present): Under the EARIST SRRMS, students with a student number from 2011 to the present can request their Tr...
[4] Uniform Requirements List (ID: earist_institutional_uniform_components_list): The official uniform guidelines for the Eulogio 'Amang' Rodriguez Institute of Science & Technology ...
[5] Student Handbook 2021 (ID: earist_handbook_2021_history_legal_basis): According to the EARIST Student Handbook 2021, the Eulogio ""Amang"" Rodriguez Institute of Science an...
","earist_library_services_operations_contacts, earist_handbook_2021_vmgo_accreditation, srrms_tor_automated_2011_present, earist_institutional_uniform_components_list, earist_handbook_2021_history_legal_basis",0,6.57,Success
78,When can I wear my College Shirt?,Tuesdays and Thursdays.,earist_handbook_art_vi_sec_1_to_3_2_conduct_uniform_id,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.49,Success
79,What is the prescribed haircut for male students?,A clean barber's cut of 2 inches by 3 inches.,earist_handbook_art_vi_sec_3_3_grooming_curfew_behavior,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.44,Success
80,Is smoking allowed on campus?,"No, EARIST is a strict no-smoking area (including e-cigarettes).",earist_handbook_art_vi_sec_3_3_grooming_curfew_behavior," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about smoking on campus.

According to the Student Handbook 2021, smoking is strictly prohibited on campus. This is because smoking can cause health hazards and contribute to air pollution, which can negatively affect the learning environment and the well-being of the entire EARIST community.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!","[1] Student Handbook 2021 (ID: earist_handbook_art_vi_sec_4_1_2_minor_offenses): Under Article VI, Sections 4.1.2 and 4.1.3 of the EARIST Student Handbook, the following acts are cl...
[2] Student Handbook 2021 (ID: earist_handbook_art_vi_sec_4_1_1_major_offenses): Under Article VI, Section 4.1.1 of the EARIST Student Handbook, the following acts are classified as...
[3] Student Handbook 2021 (ID: earist_handbook_art_ix_sec_4_5_safety_housing_facilities): Under Article IX, Sections 4.5 through 4.10 of the EARIST Student Handbook, the Institute enforces s...
[4] Student Handbook 2021 (ID: glossary_definitions_part_1): Under the General Information section of the Student Handbook, the following terms regarding univers...
[5] Student Handbook 2021 (ID: earist_handbook_art_vii_disciplinary_sanctions): Under Article VII of the EARIST Student Handbook, the Institute defines specific disciplinary sancti...
","earist_handbook_art_vi_sec_4_1_2_minor_offenses, earist_handbook_art_vi_sec_4_1_1_major_offenses, earist_handbook_art_ix_sec_4_5_safety_housing_facilities, glossary_definitions_part_1, earist_handbook_art_vii_disciplinary_sanctions",0,6.9,Success
81,What is the campus curfew for students?,Students must be out of the campus by 9:30 PM.,earist_handbook_art_vi_sec_3_3_grooming_curfew_behavior," Based on the information provided in the Student Handbook 2021, the campus curfew for students is at 9:30 PM. However, students may be granted an exemption if they have an endorsement from the Dean or Director of the requesting unit and approval from the authorized representative of the Office of the President. It's important to note that students must observe proper grooming, curfew, and campus etiquette to maintain peace and order within the campus. If you have any further questions or need more information, please don't hesitate to ask.","[1] Student Handbook 2021 (ID: earist_handbook_art_vi_sec_3_3_grooming_curfew_behavior): Under Article VI, Section 3.3 of the EARIST Student Handbook, the Institute enforces strict guidelin...
[2] Student Handbook 2021 (ID: earist_handbook_art_ix_sec_4_5_safety_housing_facilities): Under Article IX, Sections 4.5 through 4.10 of the EARIST Student Handbook, the Institute enforces s...
[3] Student Handbook 2021 (ID: glossary_definitions_part_1): Under the General Information section of the Student Handbook, the following terms regarding univers...
[4] Student Handbook 2021 (ID: earist_handbook_2021_student_classification_attendance): Under Article II Academic Policies, the EARIST Student Handbook 2021 classifies students by admissio...
[5] Student Handbook 2021 (ID: earist_handbook_art_vi_sec_4_1_2_minor_offenses): Under Article VI, Sections 4.1.2 and 4.1.3 of the EARIST Student Handbook, the following acts are cl...
","earist_handbook_art_vi_sec_3_3_grooming_curfew_behavior, earist_handbook_art_ix_sec_4_5_safety_housing_facilities, glossary_definitions_part_1, earist_handbook_2021_student_classification_attendance, earist_handbook_art_vi_sec_4_1_2_minor_offenses",1,6.59,Success
82,How do I reset my Student Portal password?,Proceed to the MIS office on the 4th Floor of the CCS Building with your ID and COR.,mis_portal_advisory_recovery_and_role,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.5,Success
83,Where is the Library located?,On the 2nd floor of the Library Building.,earist_main_campus_office_directory_2025," Hello! I'd be happy to help you find the location of the Library at EARIST. According to the provided context data, the Library is located on the 2nd floor of the Regala Building. You can reach it by taking the elevator or stairs up from the ground floor. Is there anything else I can assist you with?","[1] Earist.Edu.Ph (ID: earist_library_services_operations_contacts): The EARIST Library offers a specific suite of services and operates under defined hours. Library Onl...
[2] Library Manual (ID: earist_library_sections_locations_facilities): According to the Library Sections and Locations guide in the Student Handbook, the library is distri...
[3] Earist.Edu.Ph (ID: earist_library_history_vision_mission_objectives): According to the institutional records regarding the EARIST Library History, the facility began as t...
[4] EARIST Citizen's Charter 2025 (1st Edition) (ID: earist_main_campus_office_directory_2025): Under the EARIST Citizen's Charter 2025 (1st Edition), the university maintains a comprehensive dire...
[5] EARIST Campus Directory (ID: earist_campus_directory_office_locations): The EARIST Campus Directory provides a comprehensive guide to the physical locations of all academic...
","earist_library_services_operations_contacts, earist_library_sections_locations_facilities, earist_library_history_vision_mission_objectives, earist_main_campus_office_directory_2025, earist_campus_directory_office_locations",1,6.39,Success
84,How many books can a student borrow for overnight use?,A maximum of two (2) books.,earist_library_circulation_loans_penalties," Based on the provided context from the EARIST Student Handbook 2021, a student can borrow a maximum of two (2) books for overnight use. These books must be returned on or before 10:00 AM the following service day.","[1] Earist.Edu.Ph (ID: earist_library_circulation_loans_penalties): The EARIST Library Circulation Policy defines the procedures for borrowing, loan limits, and penalti...
[2] Library Manual (ID: earist_library_materials_classification_organization): Under the Library Services guidelines regarding the Library Collection, materials are categorized in...
[3] Student Handbook 2021 (ID: earist_handbook_2021_scholarship_qualifications): Under Article IV Scholarship and Financial Assistance, the EARIST Student Handbook 2021 details spec...
[4] Library Manual (ID: earist_library_maintenance_weeding_procedures): The EARIST Library enforces specific procedures for the maintenance and weeding of its collection to...
[5] Student Handbook 2021 (ID: earist_handbook_2021_retention_tenure_scholastic_delinquency): Under Article II Academic Policies, the EARIST Student Handbook 2021 enforces strict Retention Polic...
","earist_library_circulation_loans_penalties, earist_library_materials_classification_organization, earist_handbook_2021_scholarship_qualifications, earist_library_maintenance_weeding_procedures, earist_handbook_2021_retention_tenure_scholastic_delinquency",1,5.43,Success
85,When must overnight library books be returned?,On or before 10:00 AM the following service day.,earist_library_circulation_loans_penalties,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.44,Success
86,What is the penalty for not returning a library book on time?,Confiscation of the COR for 3 days to 1 week.,earist_library_circulation_loans_penalties," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about library book penalties.

According to the EARIST Library Circulation Policy, failure to return a borrowed book on time can result in the confiscation of your valid Certificate of Registration (COR) for a period of 3 days to 1 week (excluding weekends and class suspensions due to inclement weather). The librarian reserves the discretion to suspend library privileges for habitual offenders.

It's important to remember that timely return of borrowed books helps ensure that all students have equal access to the library's resources. If you have any other questions or concerns, please don't hesitate to ask. I'm here to help!","[1] Earist.Edu.Ph (ID: earist_library_circulation_loans_penalties): The EARIST Library Circulation Policy defines the procedures for borrowing, loan limits, and penalti...
[2] Earist.Edu.Ph (ID: earist_library_services_operations_contacts): The EARIST Library offers a specific suite of services and operates under defined hours. Library Onl...
[3] Student Handbook 2021 (ID: earist_handbook_art_vii_disciplinary_sanctions): Under Article VII of the EARIST Student Handbook, the Institute defines specific disciplinary sancti...
[4] Student Handbook 2021 (ID: glossary_definitions_part_2_abbreviations): Under the General Information section, this chunk continues the definition of terms and lists offici...
[5] Student Handbook 2021 (ID: earist_handbook_2021_student_classification_attendance): Under Article II Academic Policies, the EARIST Student Handbook 2021 classifies students by admissio...
","earist_library_circulation_loans_penalties, earist_library_services_operations_contacts, earist_handbook_art_vii_disciplinary_sanctions, glossary_definitions_part_2_abbreviations, earist_handbook_2021_student_classification_attendance",1,7.82,Success
87,How do I apply for a Leave of Absence (LOA)?,"Submit a Letter of Intent with parental signature, pay the ₱80 fee, and submit the LOA form to the Registrar.",srrms_application_leave_of_absence," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about applying for a Leave of Absence (LOA).

According to the EARIST Student Handbook 2021, students may apply for a Leave of Absence (LOA) for non-academic/non-disciplinary reasons, normally not exceeding one academic year. To initiate the process, you'll need to prepare a 'Letter of Intent' with a Parent's or Guardian's signature, an 'EARIST School ID', and obtain an 'LOA Form' and 'Official Receipt'.

Here's a step-by-step guide on how to apply for a Leave of Absence:

1. Prepare the required documents:
	* A 'Letter of Intent' with a Parent's or Guardian's signature.
	* Your EARIST School ID.
	* An 'LOA Form' and 'Official Receipt'.
2. Visit the SRRMS Frontliners at the Registrar's Office:
	* Present the Letter of Intent to the SRRMS Frontliners.
	* They will verify the documents and issue a payment slip.
3. Pay the fee at the Cashier's Office:
	* Pay the fee of 80.00 at the Cashier's Office.
4. Submit the accomplished LOA form, the Official Receipt, and your ID:
	* Return to the Registrar's Office to submit the accomplished LOA form, the Official Receipt, and your ID.
	* The Frontliners will receive these documents to finalize the leave status.

The total processing time for this G2C transaction is 7 minutes. This ensures your slot and academic standing are preserved during your temporary absence from the institution.

If you have any further questions or need assistance with the process, please don't hesitate to ask. I'm here to help!","[1] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_application_leave_of_absence): The process for an Application for Leave of Absence (LOA) at EARIST is designed for students who nee...
[2] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_enrollment_irregular_returnee_onsite): At EARIST, the enrollment process for continuing irregular students and returnees is handled on-site...
[3] Student Handbook 2021 (ID: earist_handbook_2021_retention_tenure_scholastic_delinquency): Under Article II Academic Policies, the EARIST Student Handbook 2021 enforces strict Retention Polic...
[4] Student Handbook 2021 (ID: earist_handbook_2021_transferees_pledge_readmission): Under Article I Admission Policy, specific guidelines govern the admission of transferees, the stude...
[5] Student Handbook 2021 (ID: earist_handbook_2021_student_classification_attendance): Under Article II Academic Policies, the EARIST Student Handbook 2021 classifies students by admissio...
","srrms_application_leave_of_absence, srrms_enrollment_irregular_returnee_onsite, earist_handbook_2021_retention_tenure_scholastic_delinquency, earist_handbook_2021_transferees_pledge_readmission, earist_handbook_2021_student_classification_attendance",1,12.27,Success
88,How long can an LOA last?,Typically it does not exceed one academic year.,srrms_application_leave_of_absence," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'm here to help you with any questions or concerns you may have.

Regarding your question about the maximum duration of a Leave of Absence (LOA), the EARIST Citizen's Charter 2025 states that the duration of an LOA typically does not exceed one academic year. However, it's important to note that each case is evaluated individually, and the actual duration may vary based on the specific circumstances and policies of the institution.

If you have any more questions or need further assistance, please don't hesitate to ask. I'm here to help!","[1] Student Handbook 2021 (ID: earist_handbook_2021_retention_tenure_scholastic_delinquency): Under Article II Academic Policies, the EARIST Student Handbook 2021 enforces strict Retention Polic...
[2] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_application_leave_of_absence): The process for an Application for Leave of Absence (LOA) at EARIST is designed for students who nee...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_enrollment_irregular_returnee_onsite): At EARIST, the enrollment process for continuing irregular students and returnees is handled on-site...
[4] Student Handbook 2021 (ID: earist_handbook_2021_transferees_pledge_readmission): Under Article I Admission Policy, specific guidelines govern the admission of transferees, the stude...
[5] Earist.Edu.Ph (ID: earist_library_circulation_loans_penalties): The EARIST Library Circulation Policy defines the procedures for borrowing, loan limits, and penalti...
","earist_handbook_2021_retention_tenure_scholastic_delinquency, srrms_application_leave_of_absence, srrms_enrollment_irregular_returnee_onsite, earist_handbook_2021_transferees_pledge_readmission, earist_library_circulation_loans_penalties",1,6.83,Success
89,What is the fee for a Transcript of Records (TOR) request?,₱100.00 per page plus ₱25.00 for a security envelope.,srrms_tor_automated_2011_present," Based on my data from the EARIST Citizen's Charter 2025, the fee for a Transcript of Records (TOR) request varies depending on the method of processing. For students with a student number from 2011 to the present, the automated module charges 100.00 per page plus 25.00 for a security envelope. However, first-time job seekers among new graduates get the first copy for free. On the other hand, for EARIST alumni with student numbers from 2010 and below, the manual module requires a fee of 100.00 per page plus 25.00 for the security envelope.

If you have any further questions or need assistance with the TOR request process, please don't hesitate to ask. I'm here to help!","[1] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_tor_automated_2011_present): Under the EARIST SRRMS, students with a student number from 2011 to the present can request their Tr...
[2] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_tor_manual_2010_below): For EARIST alumni with student numbers from 2010 and below, the SRRMS processes TOR requests using t...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_honorable_dismissal_transfer_credentials): The SRRMS at EARIST handles the issuance of Honorable Dismissal (HD) and Transfer Credentials for st...
[4] EARIST Citizen's Charter 2025 (1st Edition) (ID: financial_management_services_student_clearance): For EARIST students applying for a Transcript of Records (TOR), a mandatory step is securing the acc...
[5] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_subject_crediting_equivalency): At EARIST, the SRRMS facilitates the crediting of subjects for transferees and subject equivalency f...
","srrms_tor_automated_2011_present, srrms_tor_manual_2010_below, srrms_honorable_dismissal_transfer_credentials, financial_management_services_student_clearance, srrms_subject_crediting_equivalency",1,7.07,Success
90,Can a representative claim my TOR?,"Yes, they need an Authorization Letter and ID photocopies.",srrms_tor_automated_2011_present,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.46,Success
91,How long does it take to process a TOR?,5 working days.,srrms_tor_automated_2011_present," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about processing a Transcript of Records (TOR).

The time it takes to process a TOR depends on the type of request and the method used. For students with a student number from 2010 and below, the manual module is used, which takes 6 working days and 38 minutes to complete. On the other hand, students with a student number from 2011 to the present can request their TOR via the automated module, which takes 5 working days and 38 minutes.

It's important to note that the processing time may vary depending on the complexity of the request and the availability of the required documents. To ensure a smooth process, make sure you have all the necessary forms, receipts, and clearances ready before submitting your request.

If you have any further questions or need assistance with the TOR request process, please don't hesitate to ask. I'm here to help!","[1] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_subject_crediting_equivalency): At EARIST, the SRRMS facilitates the crediting of subjects for transferees and subject equivalency f...
[2] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_tor_automated_2011_present): Under the EARIST SRRMS, students with a student number from 2011 to the present can request their Tr...
[3] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_tor_manual_2010_below): For EARIST alumni with student numbers from 2010 and below, the SRRMS processes TOR requests using t...
[4] EARIST Citizen's Charter 2025 (1st Edition) (ID: financial_management_services_student_clearance): For EARIST students applying for a Transcript of Records (TOR), a mandatory step is securing the acc...
[5] EARIST Citizen's Charter 2025 (1st Edition) (ID: srrms_honorable_dismissal_transfer_credentials): The SRRMS at EARIST handles the issuance of Honorable Dismissal (HD) and Transfer Credentials for st...
","srrms_subject_crediting_equivalency, srrms_tor_automated_2011_present, srrms_tor_manual_2010_below, financial_management_services_student_clearance, srrms_honorable_dismissal_transfer_credentials",1,7.81,Success
92,What is a 'CAV' request?,"Certification, Authentication, and Verification of academic records.",srrms_certification_authentication_verification,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.46,Success
93,How much does a CAV cost?,₱40.00 per copy.,srrms_certification_authentication_verification,"I'm sorry, but I can't help you with that. I only answer student academic queries related to EARIST.",,,0,2.47,Success
94,What is the wage for a student assistant?,₱30/hr for non-technical and ₱75/hr for technical skills.,earist_handbook_2021_fees_refunds_financial_assistance," Hello! I'm AmBOT, your friendly student assistant at EARIST. I'd be happy to help you with your question about the wage for a student assistant.

According to the Student Handbook 2021, the wage rates for student assistants are as follows:

* P30.00 per hour for non-technical skills
* P75.00 per hour for technical skills

To qualify for a student assistant position, you must be a bonafide student with at least one semester of residence, have no failing grades in the previous semester, and maintain a weighted average of at least 2.50.

If you have any further questions or need additional assistance, please don't hesitate to ask. I'm here to help!","[1] Student Handbook 2021 (ID: earist_handbook_2021_fees_refunds_financial_assistance): Under Article III Payment and Refund of Fees, the EARIST Board of Trustees fixes tuition fees and ot...
[2] Proposed Office of the Registrar Manual (ID: sarms_personnel_assignments_and_manpower): The SARMS Manual outlines strict guidelines for Personnel Assignments and Manpower. A key operationa...
[3] Library Manual (ID: earist_library_personnel_specific_roles_and_descriptions): Under the Library Services section of the EARIST Student Handbook, specific roles and responsibiliti...
[4] College of Criminal and Justice Education (CCJE) Faculty List  (ID: ccje_faculty_staff_directory_complete): The College of Criminal and Justice Education (CCJE) has established its official faculty and staff ...
[5] Student Handbook 2021 (ID: glossary_definitions_part_1): Under the General Information section of the Student Handbook, the following terms regarding univers...
","earist_handbook_2021_fees_refunds_financial_assistance, sarms_personnel_assignments_and_manpower, earist_library_personnel_specific_roles_and_descriptions, ccje_faculty_staff_directory_complete, glossary_definitions_part_1",1,7.65,Success
